%MC_DataTool ASCII conversion
%
%t           	El 12       	El 45       	El 86
%[ms]        	[microV]        	[microV]        	[microV]
2978.800    	-10.42      	-12.50      	3.33
2978.900    	-9.17       	-11.25      	3.33
2979.000    	-9.58       	-8.75       	-2.08
2979.100    	-2.08       	-12.50      	-3.33
2979.200    	-1.67       	-10.83      	-2.92
2979.300    	-1.25       	-7.50       	-0.83
2979.400    	-5.00       	-7.50       	-0.42
2979.500    	-1.67       	-7.08       	-3.75
2979.600    	-4.58       	-8.75       	-13.75
2979.700    	-0.83       	-13.33      	-7.50
2979.800    	-5.83       	-5.00       	-6.67
2979.900    	1.67        	-2.50       	-2.92
2980.000    	4.17        	2.08        	-2.50
2980.100    	4.58        	-5.83       	-2.92
2980.200    	5.00        	-5.00       	-3.33
2980.300    	1.25        	-4.17       	-3.75
2980.400    	5.00        	-1.67       	-3.33
2980.500    	5.00        	-4.17       	0.00
2980.600    	-3.33       	-4.58       	0.42
2980.700    	-1.67       	-7.08       	2.92
2980.800    	-0.42       	-4.58       	2.92
2980.900    	0.83        	-2.92       	4.17
2981.000    	-2.50       	-1.25       	5.00
2981.100    	-2.50       	-2.92       	2.08
2981.200    	-3.75       	-6.67       	0.42
2981.300    	1.67        	-7.08       	2.50
2981.400    	2.50        	-6.25       	0.83
2981.500    	0.42        	-4.17       	-2.92
2981.600    	2.08        	-4.58       	1.67
2981.700    	0.83        	0.00        	-2.50
2981.800    	1.67        	-1.67       	-0.42
2981.900    	-5.42       	0.83        	-2.50
2982.000    	0.42        	2.08        	-5.83
2982.100    	3.33        	10.83       	-9.58
2982.200    	3.75        	6.25        	-9.17
2982.300    	0.83        	1.67        	-2.08
2982.400    	2.50        	3.33        	0.00
2982.500    	1.67        	2.50        	2.08
2982.600    	-2.50       	-0.42       	0.00
2982.700    	2.50        	0.83        	-5.42
2982.800    	2.92        	-0.42       	-7.50
2982.900    	2.08        	-3.75       	-12.92
2983.000    	2.92        	-8.75       	-15.83
2983.100    	0.83        	-3.75       	-14.17
2983.200    	2.50        	-2.92       	-14.17
2983.300    	7.08        	-2.08       	-10.42
2983.400    	7.08        	-1.67       	-8.33
2983.500    	6.67        	-0.83       	-7.92
2983.600    	3.75        	-2.08       	-5.83
2983.700    	4.58        	-1.67       	-8.75
2983.800    	2.50        	-3.75       	-17.50
2983.900    	2.08        	-5.00       	-10.42
2984.000    	3.33        	2.92        	-9.58
2984.100    	-3.33       	-4.17       	-10.83
2984.200    	-6.25       	-5.42       	-6.67
2984.300    	-2.92       	-0.83       	-2.92
2984.400    	-2.50       	0.00        	-5.42
2984.500    	-4.17       	1.67        	-6.25
2984.600    	3.75        	2.08        	-2.92
2984.700    	8.33        	5.00        	-5.83
2984.800    	8.75        	-6.67       	-9.58
2984.900    	5.83        	-3.33       	-8.75
2985.000    	5.00        	0.83        	-8.33
2985.100    	7.92        	0.83        	-8.75
2985.200    	4.17        	0.83        	-7.92
2985.300    	6.25        	-2.08       	-8.33
2985.400    	5.00        	-2.08       	-8.75
2985.500    	2.08        	0.00        	-5.83
2985.600    	0.83        	-5.42       	-1.25
2985.700    	1.67        	-5.42       	-2.50
2985.800    	0.83        	-4.17       	-3.75
2985.900    	-2.50       	-6.67       	-3.33
2986.000    	-2.50       	-9.17       	-4.58
2986.100    	-5.00       	-7.50       	-11.67
2986.200    	2.50        	-4.17       	-15.42
2986.300    	9.17        	-1.25       	-15.42
2986.400    	5.00        	-2.50       	-13.33
2986.500    	4.17        	-5.42       	-2.50
2986.600    	0.83        	-1.67       	4.58
2986.700    	-1.67       	0.00        	-4.58
2986.800    	0.83        	-0.42       	-9.58
2986.900    	5.83        	1.25        	-3.33
2987.000    	2.08        	2.92        	-0.83
2987.100    	3.75        	-3.33       	-4.58
2987.200    	5.00        	-5.00       	-5.83
2987.300    	2.08        	-2.50       	-2.08
2987.400    	-0.83       	-2.08       	-3.33
2987.500    	1.25        	-7.08       	-7.50
2987.600    	1.67        	-10.83      	-6.25
2987.700    	-5.00       	-7.92       	-9.17
2987.800    	-2.50       	-7.92       	-5.00
2987.900    	0.42        	-4.17       	-4.17
2988.000    	-1.25       	-1.67       	0.83
2988.100    	-3.33       	-4.17       	3.75
2988.200    	-0.83       	-2.50       	2.50
2988.300    	-7.50       	-5.00       	0.42
2988.400    	-2.50       	0.83        	0.83
2988.500    	-3.33       	-5.00       	-4.17
2988.600    	-2.08       	-5.83       	-5.00
2988.700    	-10.00      	-6.67       	-10.83
2988.800    	-3.33       	-9.58       	-12.50
2988.900    	-8.33       	-11.25      	-7.92
2989.000    	-14.17      	-7.92       	-7.08
2989.100    	-13.75      	-10.83      	-7.92
2989.200    	-11.67      	-12.50      	-6.67
2989.300    	-8.33       	-8.75       	-8.33
2989.400    	-7.92       	-6.67       	-9.17
2989.500    	-3.33       	-11.67      	-6.67
2989.600    	-2.08       	-15.42      	-10.00
2989.700    	-5.42       	-10.42      	-5.42
2989.800    	0.00        	-2.08       	-11.67
2989.900    	-1.67       	-5.83       	-14.17
2990.000    	-7.50       	-12.50      	-13.33
2990.100    	2.08        	-15.00      	-7.92
2990.200    	-1.25       	-12.92      	-9.17
2990.300    	-0.42       	-5.42       	-10.42
2990.400    	-4.58       	-5.00       	-11.25
2990.500    	-5.00       	-12.50      	-8.75
2990.600    	-3.33       	-5.00       	-7.08
2990.700    	-7.50       	-5.83       	-9.17
2990.800    	-6.67       	-4.58       	-12.08
2990.900    	-2.08       	-6.67       	-9.58
2991.000    	-6.67       	-6.25       	-4.58
2991.100    	-5.83       	-4.17       	0.42
2991.200    	-10.00      	-3.33       	-4.58
2991.300    	-6.25       	-4.17       	-12.92
2991.400    	-6.25       	-4.58       	-12.50
2991.500    	-5.83       	-6.25       	-11.67
2991.600    	-1.67       	-5.42       	-8.75
2991.700    	-2.50       	-6.67       	-11.25
2991.800    	2.50        	-10.00      	-12.92
2991.900    	4.17        	-10.42      	-7.92
2992.000    	-3.33       	-11.25      	-8.75
2992.100    	-4.58       	-5.42       	-9.58
2992.200    	-5.83       	-3.33       	-7.92
2992.300    	-12.92      	-5.83       	-7.08
2992.400    	-11.67      	-2.08       	-5.00
2992.500    	-9.58       	-8.33       	-4.58
2992.600    	-9.58       	-4.17       	-5.00
2992.700    	-9.58       	-6.67       	-11.25
2992.800    	-10.42      	-5.42       	-20.42
2992.900    	-8.75       	-7.50       	-17.50
2993.000    	-3.75       	-11.67      	-11.67
2993.100    	-7.50       	-4.17       	-5.83
2993.200    	-7.50       	1.67        	0.42
2993.300    	-3.75       	-3.75       	-1.67
2993.400    	-0.42       	-5.42       	0.42
2993.500    	-3.33       	-5.00       	-1.67
2993.600    	-1.67       	-2.50       	-1.25
2993.700    	2.08        	-2.08       	0.42
2993.800    	-1.67       	-2.08       	0.42
2993.900    	-5.83       	-5.83       	-0.83
2994.000    	-6.25       	-7.92       	-6.25
2994.100    	-9.58       	-3.33       	-7.08
2994.200    	-8.75       	-0.42       	-3.75
2994.300    	-9.58       	-2.92       	-5.42
2994.400    	-11.25      	-7.08       	-10.00
2994.500    	-5.00       	-8.75       	-9.17
2994.600    	-5.83       	-4.58       	-8.33
2994.700    	-7.50       	-9.17       	-7.50
2994.800    	-4.58       	-9.58       	-5.00
2994.900    	-2.92       	-10.83      	-10.42
2995.000    	-6.67       	-9.58       	-11.25
2995.100    	-7.50       	-7.92       	-5.83
2995.200    	-8.33       	-6.67       	-12.50
2995.300    	-6.67       	-2.08       	-5.00
2995.400    	-7.92       	-0.42       	-7.08
2995.500    	-5.83       	-2.08       	-2.92
2995.600    	-1.25       	-3.33       	2.08
2995.700    	-7.92       	-6.67       	-2.50
2995.800    	-0.83       	-7.50       	-7.50
2995.900    	-6.67       	-6.25       	-13.33
2996.000    	-8.33       	1.25        	-4.58
2996.100    	-9.58       	-3.33       	0.00
2996.200    	-11.25      	-7.08       	-2.50
2996.300    	-5.42       	-11.67      	-10.42
2996.400    	-12.08      	-9.17       	-13.33
2996.500    	-10.00      	3.33        	-7.08
2996.600    	-6.25       	10.42       	-10.83
2996.700    	-2.50       	2.50        	-6.25
2996.800    	-2.08       	-4.58       	-4.17
2996.900    	-2.92       	-4.58       	-5.83
2997.000    	-1.67       	-6.67       	-10.42
2997.100    	-2.08       	-2.50       	-12.50
2997.200    	-8.33       	-5.42       	-10.42
2997.300    	-11.67      	-11.25      	-7.50
2997.400    	-13.75      	-10.83      	0.83
2997.500    	-10.83      	-10.00      	-2.92
2997.600    	-14.58      	1.25        	-2.08
2997.700    	-13.33      	0.83        	-5.00
2997.800    	-7.92       	1.67        	-8.33
2997.900    	-1.67       	0.42        	-12.08
2998.000    	2.08        	0.42        	-7.92
2998.100    	-3.33       	-4.58       	-8.33
2998.200    	-9.58       	-10.83      	-5.00
2998.300    	-5.83       	-13.33      	-11.25
2998.400    	-2.50       	-10.00      	-7.08
2998.500    	-2.50       	-6.25       	-0.83
2998.600    	-3.33       	-11.25      	-2.50
2998.700    	-6.25       	-11.25      	-7.92
2998.800    	-7.92       	-11.67      	-7.08
2998.900    	-10.00      	-12.08      	-11.25
2999.000    	-8.33       	-10.00      	-7.50
2999.100    	-6.67       	-4.58       	-3.75
2999.200    	-9.58       	-8.33       	0.83
2999.300    	-10.83      	-12.92      	-1.25
2999.400    	-5.83       	-10.42      	0.83
2999.500    	-5.42       	-7.08       	6.25
2999.600    	0.00        	-3.75       	-2.08
2999.700    	-2.50       	-3.33       	-5.42
2999.800    	-2.50       	-4.17       	-7.50
2999.900    	-1.67       	-5.83       	-4.58
3000.000    	-5.42       	0.00        	2.92
3000.100    	-5.42       	-5.42       	5.83
3000.200    	-6.67       	-2.92       	8.33
3000.300    	-5.83       	-7.92       	7.08
3000.400    	-5.42       	-6.25       	7.50
3000.500    	-2.50       	-8.75       	5.00
3000.600    	-5.00       	-4.58       	-0.83
3000.700    	-7.50       	-4.17       	0.42
3000.800    	2.92        	-0.42       	6.67
3000.900    	-2.50       	-6.25       	2.92
3001.000    	-10.42      	0.42        	7.08
3001.100    	-10.00      	2.08        	11.67
3001.200    	-3.33       	4.58        	5.00
3001.300    	0.00        	-1.67       	4.17
3001.400    	1.25        	-4.58       	10.00
3001.500    	-3.33       	0.00        	2.08
3001.600    	-2.50       	-3.33       	1.25
3001.700    	4.17        	-3.75       	2.50
3001.800    	1.25        	-0.42       	1.67
3001.900    	-2.92       	2.92        	0.00
3002.000    	0.00        	0.42        	3.33
3002.100    	-0.83       	-5.00       	-1.25
3002.200    	-5.83       	-3.75       	-3.75
3002.300    	-4.58       	-2.08       	-6.25
3002.400    	-4.17       	1.25        	-4.17
3002.500    	-0.42       	1.67        	-1.67
3002.600    	-3.33       	2.08        	-0.42
3002.700    	-4.17       	1.67        	-0.42
3002.800    	-5.00       	1.67        	-6.67
3002.900    	-1.25       	-2.50       	-5.42
3003.000    	0.00        	-4.58       	-2.50
3003.100    	-2.50       	-0.42       	5.42
3003.200    	-4.17       	2.08        	-2.50
3003.300    	-1.67       	0.00        	-3.33
3003.400    	-1.25       	-5.83       	1.25
3003.500    	5.00        	-4.58       	5.00
3003.600    	2.08        	-2.92       	5.00
3003.700    	-1.25       	-1.67       	-0.42
3003.800    	-0.42       	-5.00       	-2.92
3003.900    	3.33        	-7.50       	-0.83
3004.000    	2.92        	-4.17       	-0.83
3004.100    	0.00        	-4.17       	-2.92
3004.200    	-2.50       	-4.17       	0.42
3004.300    	0.42        	-4.58       	0.42
3004.400    	2.08        	-6.25       	-7.50
3004.500    	7.50        	-5.42       	-1.25
3004.600    	3.75        	-5.00       	5.83
3004.700    	4.17        	1.67        	-1.25
3004.800    	-0.83       	-4.58       	-3.33
3004.900    	-2.92       	-4.17       	-0.83
3005.000    	-0.42       	-10.42      	0.83
3005.100    	-5.00       	-11.25      	-7.50
3005.200    	-2.50       	-6.25       	-10.00
3005.300    	-8.75       	-5.42       	-9.58
3005.400    	-5.00       	-0.83       	-7.08
3005.500    	-3.75       	-1.25       	-2.50
3005.600    	-3.75       	-1.25       	-2.92
3005.700    	1.25        	-2.92       	-2.50
3005.800    	5.83        	-3.33       	3.33
3005.900    	5.83        	0.00        	3.75
3006.000    	0.00        	1.67        	2.08
3006.100    	3.33        	-1.67       	-6.25
3006.200    	4.58        	2.92        	-3.33
3006.300    	4.58        	-5.83       	-7.08
3006.400    	3.75        	-5.42       	-4.17
3006.500    	4.17        	-6.67       	-0.83
3006.600    	-1.25       	-9.17       	-2.08
3006.700    	-3.75       	-4.58       	-1.67
3006.800    	-1.25       	4.17        	5.83
3006.900    	-2.08       	-5.83       	0.83
3007.000    	-3.33       	0.00        	0.42
3007.100    	0.00        	0.00        	0.42
3007.200    	-3.75       	-1.67       	0.83
3007.300    	-3.33       	-7.50       	-7.50
3007.400    	1.25        	-6.67       	-2.92
3007.500    	2.50        	-3.33       	-4.58
3007.600    	0.42        	-5.42       	-6.25
3007.700    	-2.08       	-8.75       	-5.83
3007.800    	-7.50       	-7.08       	-5.83
3007.900    	-3.33       	-1.67       	-9.58
3008.000    	-2.92       	1.67        	-10.42
3008.100    	-5.00       	-1.67       	-5.42
3008.200    	-1.67       	-4.17       	-2.92
3008.300    	-5.42       	-4.58       	-3.33
3008.400    	-5.42       	-2.92       	-1.25
3008.500    	-9.58       	-7.50       	-8.75
3008.600    	-9.58       	-5.00       	-3.33
3008.700    	-3.33       	-0.83       	-2.50
3008.800    	-0.42       	-3.33       	-3.33
3008.900    	-3.75       	-1.25       	0.42
3009.000    	-7.50       	-7.08       	-0.42
3009.100    	-5.83       	-12.50      	-3.33
3009.200    	-2.50       	-8.33       	1.25
3009.300    	-2.92       	-4.17       	1.25
3009.400    	-0.83       	-3.75       	2.92
3009.500    	0.83        	-2.50       	-2.92
3009.600    	4.58        	1.25        	2.08
3009.700    	0.00        	1.25        	4.17
3009.800    	-1.67       	-5.42       	-0.42
3009.900    	-3.75       	-5.83       	-1.67
3010.000    	-2.50       	-8.75       	-8.33
3010.100    	-6.67       	-12.08      	-5.42
3010.200    	-5.42       	-13.75      	-2.08
3010.300    	-10.42      	-12.92      	-11.67
3010.400    	-9.58       	-15.00      	-7.50
3010.500    	-5.83       	-8.33       	-2.92
3010.600    	-7.50       	-10.83      	0.83
3010.700    	-7.50       	-11.67      	-2.50
3010.800    	-11.25      	-13.33      	-4.58
3010.900    	-5.83       	-9.17       	0.00
3011.000    	-2.08       	-7.08       	1.25
3011.100    	-4.17       	-12.08      	1.25
3011.200    	-3.75       	-9.58       	1.25
3011.300    	-5.00       	-16.25      	-5.42
3011.400    	-3.75       	-16.67      	-7.08
3011.500    	-1.67       	-19.58      	1.67
3011.600    	-1.25       	-16.67      	4.17
3011.700    	-1.67       	-11.25      	4.58
3011.800    	-6.67       	-6.67       	-1.25
3011.900    	-8.33       	-8.33       	-0.42
3012.000    	-2.92       	-6.25       	-5.83
3012.100    	5.00        	-8.33       	-12.08
3012.200    	1.25        	-10.00      	-7.92
3012.300    	-3.33       	-16.25      	-9.17
3012.400    	-7.08       	-16.25      	-5.83
3012.500    	-7.50       	-14.17      	-12.08
3012.600    	-11.25      	-12.92      	-7.50
3012.700    	-6.67       	-7.08       	-12.50
3012.800    	-1.67       	-5.00       	-5.00
3012.900    	-5.00       	-7.50       	-1.67
3013.000    	-8.33       	-1.25       	-3.33
3013.100    	-2.92       	-0.83       	1.25
3013.200    	3.33        	-4.58       	0.42
3013.300    	1.67        	-5.00       	-0.42
3013.400    	-7.08       	-7.92       	-5.42
3013.500    	-7.08       	-5.42       	-6.67
3013.600    	-4.17       	-1.25       	-5.00
3013.700    	-6.25       	-5.00       	-5.42
3013.800    	-0.83       	-7.50       	3.75
3013.900    	-0.83       	-3.75       	0.42
3014.000    	-0.42       	-2.08       	-2.50
3014.100    	-1.67       	0.00        	0.42
3014.200    	-5.42       	-6.25       	-2.08
3014.300    	-7.92       	-10.00      	-5.83
3014.400    	-5.83       	-8.75       	-2.50
3014.500    	-0.42       	-3.33       	-5.42
3014.600    	-4.17       	-1.25       	-4.17
3014.700    	-0.83       	-7.50       	-3.75
3014.800    	0.83        	-7.08       	2.50
3014.900    	0.00        	-9.17       	0.42
3015.000    	1.25        	-7.08       	2.08
3015.100    	1.25        	-7.92       	-1.67
3015.200    	-4.58       	-9.58       	-6.67
3015.300    	-15.83      	-12.08      	-11.25
3015.400    	-15.42      	-14.17      	-3.33
3015.500    	-9.58       	-8.75       	-6.67
3015.600    	-6.25       	-3.75       	-2.92
3015.700    	-9.17       	-0.42       	0.83
3015.800    	-7.08       	-2.50       	0.83
3015.900    	-5.42       	-2.50       	-1.67
3016.000    	-12.08      	-2.92       	-2.08
3016.100    	-10.83      	-6.67       	-2.92
3016.200    	-11.67      	-2.08       	-5.83
3016.300    	-13.75      	-5.42       	-5.00
3016.400    	-7.92       	-5.83       	-4.58
3016.500    	-5.00       	-5.83       	-4.58
3016.600    	-8.33       	-7.50       	-0.42
3016.700    	-15.00      	-7.92       	0.83
3016.800    	-13.33      	-1.67       	-3.33
3016.900    	-12.08      	-9.17       	-11.67
3017.000    	-10.00      	-7.92       	-7.50
3017.100    	-10.83      	-1.25       	-7.50
3017.200    	-15.00      	-1.25       	-12.08
3017.300    	-13.33      	0.83        	-8.75
3017.400    	-11.67      	0.00        	-4.58
3017.500    	-12.92      	-3.33       	-10.00
3017.600    	-15.00      	-5.42       	-8.33
3017.700    	-13.33      	-2.08       	-2.08
3017.800    	-5.42       	-7.50       	-2.08
3017.900    	-3.33       	-3.75       	-7.92
3018.000    	-8.33       	0.42        	-9.17
3018.100    	-15.00      	-0.83       	-6.25
3018.200    	-10.83      	1.67        	-6.25
3018.300    	-9.17       	-0.83       	-3.33
3018.400    	-14.58      	-2.50       	-6.67
3018.500    	-6.25       	-1.25       	-3.33
3018.600    	-1.67       	2.08        	-7.92
3018.700    	2.08        	-1.67       	-12.50
3018.800    	-4.17       	-1.67       	-13.33
3018.900    	-3.75       	1.67        	-7.50
3019.000    	-2.08       	-4.58       	-7.92
3019.100    	2.50        	-2.92       	-5.42
3019.200    	2.08        	-1.67       	-8.33
3019.300    	-1.25       	-2.92       	-3.75
3019.400    	4.17        	-5.42       	-3.75
3019.500    	2.08        	-5.00       	-7.08
3019.600    	-1.67       	-3.75       	-6.25
3019.700    	-3.75       	-5.42       	-1.67
3019.800    	-3.33       	-10.83      	0.42
3019.900    	-6.25       	-7.92       	-6.25
3020.000    	-1.25       	-5.42       	-0.42
3020.100    	0.00        	-3.33       	5.00
3020.200    	-1.67       	-0.42       	0.83
3020.300    	0.42        	-7.50       	1.67
3020.400    	-4.17       	-2.08       	-7.50
3020.500    	-3.75       	-6.25       	-7.92
3020.600    	0.83        	-7.92       	-12.08
3020.700    	-2.50       	-2.08       	-9.17
3020.800    	-0.83       	-2.50       	-5.00
3020.900    	-2.50       	-4.17       	-3.33
3021.000    	-6.25       	0.42        	-3.33
3021.100    	-10.42      	-1.67       	-12.08
3021.200    	-7.50       	1.25        	-7.50
3021.300    	-2.08       	-2.50       	-6.25
3021.400    	1.25        	-7.08       	1.25
3021.500    	0.83        	-5.83       	-1.25
3021.600    	-5.42       	0.42        	-5.42
3021.700    	-3.33       	-4.17       	-3.75
3021.800    	-1.25       	-7.08       	2.50
3021.900    	-5.00       	-1.67       	2.92
3022.000    	-2.08       	-2.50       	-0.83
3022.100    	-1.67       	4.17        	-3.33
3022.200    	-2.92       	0.00        	-4.17
3022.300    	2.08        	1.25        	-7.08
3022.400    	0.00        	0.42        	-5.00
3022.500    	0.83        	6.67        	-7.92
3022.600    	2.08        	2.08        	-7.92
3022.700    	-2.50       	-4.58       	-5.42
3022.800    	-8.33       	-5.00       	2.50
3022.900    	-8.33       	0.00        	0.42
3023.000    	-7.50       	-0.83       	-3.33
3023.100    	-14.17      	-4.58       	1.25
3023.200    	-7.92       	-1.67       	2.50
3023.300    	-5.00       	1.25        	-0.42
3023.400    	-10.00      	-10.42      	-11.25
3023.500    	-8.75       	-9.58       	-8.33
3023.600    	-10.00      	-3.33       	-1.25
3023.700    	-5.83       	-5.83       	0.42
3023.800    	0.00        	-5.00       	-3.75
3023.900    	-4.58       	-10.83      	-7.92
3024.000    	-2.92       	-12.92      	-5.42
3024.100    	-5.42       	-4.17       	-7.50
3024.200    	-3.75       	-4.58       	-14.17
3024.300    	4.17        	0.42        	-12.50
3024.400    	2.08        	-3.75       	-7.92
3024.500    	4.58        	-3.33       	-5.42
3024.600    	0.42        	-10.00      	-5.00
3024.700    	1.67        	-3.33       	-7.92
3024.800    	2.50        	-2.50       	-10.00
3024.900    	2.50        	-6.25       	-9.58
3025.000    	0.42        	-7.50       	-5.00
3025.100    	-5.83       	-5.00       	-11.67
3025.200    	-2.92       	-4.58       	-9.58
3025.300    	2.92        	-1.67       	-5.83
3025.400    	-1.25       	0.42        	-5.00
3025.500    	-2.50       	-9.58       	-5.00
3025.600    	-5.42       	-4.58       	-12.08
3025.700    	-7.50       	-5.00       	-7.50
3025.800    	-8.33       	-5.00       	-6.67
3025.900    	-3.33       	-3.75       	-10.83
3026.000    	-1.67       	0.83        	-4.17
3026.100    	-2.50       	0.42        	-6.25
3026.200    	-5.83       	-5.00       	-8.75
3026.300    	-4.58       	0.83        	-7.92
3026.400    	0.83        	-5.00       	-7.92
3026.500    	-0.83       	-5.00       	-3.75
3026.600    	0.83        	-2.92       	-4.58
3026.700    	3.75        	-3.33       	-2.92
3026.800    	0.83        	-2.08       	-0.42
3026.900    	-0.83       	-2.08       	-3.33
3027.000    	-0.42       	-2.50       	-2.08
3027.100    	-3.75       	-0.83       	-0.83
3027.200    	-1.25       	-1.67       	1.67
3027.300    	-10.83      	-7.92       	-3.75
3027.400    	-9.17       	-4.58       	-4.17
3027.500    	-6.25       	-9.58       	-3.75
3027.600    	-5.42       	-10.42      	-4.17
3027.700    	-5.83       	-4.17       	-5.83
3027.800    	-10.42      	-2.08       	-1.25
3027.900    	-14.17      	-4.58       	-4.58
3028.000    	-13.33      	-7.50       	-4.17
3028.100    	-5.83       	-7.08       	-9.58
3028.200    	-7.08       	-6.25       	-7.50
3028.300    	-6.25       	-9.17       	-6.25
3028.400    	-3.33       	-9.17       	-0.83
3028.500    	-4.58       	-12.08      	-5.00
3028.600    	-6.25       	-10.83      	0.00
3028.700    	-8.75       	-12.92      	-3.33
3028.800    	-7.50       	-10.83      	1.25
3028.900    	-8.33       	-14.17      	-3.33
3029.000    	-5.83       	-15.00      	-5.00
3029.100    	-2.08       	-2.92       	-4.17
3029.200    	2.50        	-1.67       	-3.75
3029.300    	3.75        	-8.33       	-5.42
3029.400    	5.42        	-10.00      	-3.33
3029.500    	1.67        	-11.67      	-15.83
3029.600    	-3.33       	-10.83      	-18.33
3029.700    	-1.67       	-13.33      	-14.17
3029.800    	-0.83       	-15.42      	-13.33
3029.900    	0.42        	-12.92      	-12.08
3030.000    	0.83        	-7.92       	-14.17
3030.100    	-1.25       	-9.58       	-16.25
3030.200    	3.33        	-5.83       	-7.08
3030.300    	-2.08       	-3.75       	-3.75
3030.400    	-7.50       	-9.17       	-4.58
3030.500    	3.33        	-7.08       	-1.67
3030.600    	3.75        	-11.67      	-4.58
3030.700    	-5.83       	-12.92      	-13.75
3030.800    	-5.83       	-12.50      	-7.92
3030.900    	-5.83       	-12.08      	-9.17
3031.000    	-5.83       	-14.58      	-12.92
3031.100    	-9.17       	-15.00      	-13.33
3031.200    	-12.50      	-8.33       	-7.08
3031.300    	-8.33       	-6.25       	-9.58
3031.400    	-9.17       	-12.92      	-17.50
3031.500    	-7.92       	-11.25      	-20.83
3031.600    	-7.08       	-10.42      	-11.67
3031.700    	-8.33       	-8.75       	-13.33
3031.800    	-10.83      	-11.67      	-10.83
3031.900    	-7.50       	-10.42      	-10.42
3032.000    	0.00        	-7.92       	-5.83
3032.100    	-1.67       	-5.00       	-8.33
3032.200    	-1.67       	-5.42       	-8.75
3032.300    	-3.33       	-5.00       	4.58
3032.400    	-5.00       	-10.00      	-2.50
3032.500    	-9.17       	-13.33      	2.08
3032.600    	-12.08      	-14.17      	0.83
3032.700    	-11.25      	-12.08      	-6.67
3032.800    	-5.42       	-3.75       	-1.25
3032.900    	-3.75       	-3.33       	-0.42
3033.000    	1.25        	-8.33       	-0.83
3033.100    	-5.00       	-3.33       	-5.83
3033.200    	-5.00       	-1.67       	0.42
3033.300    	1.67        	-3.33       	-2.08
3033.400    	-2.50       	-3.75       	-3.33
3033.500    	-0.42       	-5.42       	2.08
3033.600    	1.25        	-8.33       	-0.83
3033.700    	-4.58       	-8.75       	-2.50
3033.800    	-6.67       	-6.25       	-1.67
3033.900    	-0.83       	-5.83       	-3.75
3034.000    	-1.25       	-3.75       	-3.33
3034.100    	-3.33       	-7.50       	-2.50
3034.200    	-6.25       	-7.08       	-9.17
3034.300    	-8.33       	-1.67       	-7.08
3034.400    	-10.42      	0.00        	-5.83
3034.500    	-14.17      	-3.75       	-6.25
3034.600    	-12.92      	0.42        	-9.17
3034.700    	-16.25      	-6.67       	-2.50
3034.800    	-8.75       	-5.00       	-3.75
3034.900    	-13.33      	-9.17       	-11.25
3035.000    	-17.08      	-13.33      	-14.17
3035.100    	-10.83      	-5.00       	-10.83
3035.200    	-7.08       	-12.50      	-10.42
3035.300    	-10.00      	-9.17       	-10.42
3035.400    	-7.08       	0.83        	-11.67
3035.500    	-6.67       	-3.33       	-10.00
3035.600    	-4.17       	-10.83      	-12.08
3035.700    	0.00        	-10.42      	-5.00
3035.800    	-2.92       	-5.00       	-4.17
3035.900    	-1.25       	-7.08       	-7.50
3036.000    	-6.25       	-9.58       	-9.17
3036.100    	-7.08       	-11.67      	-11.67
3036.200    	-6.67       	-12.92      	-9.17
3036.300    	-9.58       	-6.25       	-4.58
3036.400    	-10.42      	-2.92       	-8.33
3036.500    	-8.33       	-5.00       	-7.50
3036.600    	-5.42       	-5.00       	-4.58
3036.700    	-4.17       	-8.75       	-1.67
3036.800    	-4.17       	-8.33       	-7.92
3036.900    	-9.17       	-12.50      	-4.17
3037.000    	-15.00      	-11.25      	-1.67
3037.100    	-16.67      	-11.67      	-0.83
3037.200    	-14.58      	-9.58       	-4.17
3037.300    	-11.25      	-10.42      	-9.58
3037.400    	-15.00      	-6.25       	-10.42
3037.500    	-7.50       	-6.25       	-5.83
3037.600    	-8.33       	-5.42       	-3.33
3037.700    	-7.92       	-4.58       	-3.33
3037.800    	-7.92       	-4.58       	-4.17
3037.900    	-5.83       	-6.67       	-2.50
3038.000    	-5.42       	-3.33       	-0.42
3038.100    	-3.33       	0.00        	-4.17
3038.200    	-9.58       	5.42        	-6.67
3038.300    	-17.50      	0.83        	-12.50
3038.400    	-15.00      	-9.58       	-9.17
3038.500    	-9.17       	-7.50       	-8.33
3038.600    	-6.25       	-2.50       	-2.92
3038.700    	-8.33       	-3.33       	2.08
3038.800    	-8.75       	-8.75       	-5.83
3038.900    	-1.67       	-3.75       	-2.92
3039.000    	-5.42       	0.42        	-3.33
3039.100    	-5.42       	-6.67       	-8.75
3039.200    	-2.92       	-4.17       	-7.08
3039.300    	0.83        	-2.92       	-2.92
3039.400    	-1.25       	0.00        	-3.75
3039.500    	-1.25       	-1.67       	-4.58
3039.600    	-1.25       	-5.00       	-2.08
3039.700    	-8.75       	-7.50       	-2.08
3039.800    	-7.92       	-8.75       	-2.50
3039.900    	-5.00       	-1.25       	-5.00
3040.000    	-4.58       	-2.50       	-3.75
3040.100    	-4.17       	-3.33       	2.92
3040.200    	-1.67       	-4.17       	-0.83
3040.300    	0.83        	-12.50      	2.50
3040.400    	5.83        	-4.17       	1.67
3040.500    	9.17        	-7.92       	1.67
3040.600    	8.33        	-5.83       	-0.83
3040.700    	4.58        	-12.50      	-4.17
3040.800    	-2.08       	-7.08       	-5.42
