%MC_DataTool ASCII conversion
%
%t           	El 12       	El 45       	El 86
%[ms]        	[microV]        	[microV]        	[microV]
65.300      	1.67        	-7.08       	7.92
65.400      	0.83        	1.67        	9.17
65.500      	-2.50       	1.25        	8.33
65.600      	-7.50       	2.50        	5.83
65.700      	-6.67       	-0.42       	1.67
65.800      	0.00        	-0.83       	0.42
65.900      	0.42        	-1.67       	-2.92
66.000      	-5.00       	0.00        	0.42
66.100      	-5.00       	3.75        	-0.83
66.200      	-7.50       	5.83        	-1.67
66.300      	-5.00       	3.33        	-5.00
66.400      	-5.83       	-2.50       	-4.17
66.500      	-7.08       	4.58        	-1.67
66.600      	-3.75       	3.75        	-4.58
66.700      	-5.42       	0.42        	-7.92
66.800      	-3.33       	-3.33       	-5.42
66.900      	-7.08       	-2.92       	-0.42
67.000      	-7.08       	-0.83       	1.25
67.100      	-5.83       	1.25        	0.42
67.200      	-7.08       	3.33        	0.00
67.300      	-5.83       	4.58        	-0.42
67.400      	-4.17       	0.83        	0.00
67.500      	-8.75       	-7.50       	-5.00
67.600      	-10.00      	-5.83       	2.92
67.700      	-7.08       	-3.33       	3.75
67.800      	-1.67       	-5.00       	2.92
67.900      	-3.75       	-10.42      	5.00
68.000      	-12.92      	-12.92      	5.42
68.100      	-14.17      	-6.25       	0.42
68.200      	-11.67      	-7.08       	0.42
68.300      	-8.33       	-6.67       	4.17
68.400      	-7.08       	-11.67      	-1.67
68.500      	-10.00      	-10.00      	-1.25
68.600      	-12.50      	-2.50       	-1.67
68.700      	-4.17       	-6.67       	-0.83
68.800      	-3.75       	-6.25       	0.00
68.900      	-12.92      	-5.00       	-7.08
69.000      	-9.58       	0.00        	-7.50
69.100      	-6.25       	-3.75       	-2.08
69.200      	-9.17       	-7.50       	-3.75
69.300      	-14.58      	-3.75       	-7.08
69.400      	-17.08      	-2.50       	-12.08
69.500      	-12.50      	-4.17       	-7.08
69.600      	-17.08      	-2.92       	-0.83
69.700      	-13.33      	-3.75       	-8.33
69.800      	-8.33       	-4.17       	-9.17
69.900      	-5.83       	-9.17       	-13.75
70.000      	-8.33       	-7.08       	-10.83
70.100      	-7.08       	-5.83       	-8.75
70.200      	-9.17       	-15.00      	-9.17
70.300      	-11.67      	-14.58      	-13.75
70.400      	-17.50      	-7.50       	-9.58
70.500      	-15.42      	-4.17       	-5.83
70.600      	-16.67      	-7.08       	-12.50
70.700      	-10.42      	-12.50      	-14.58
70.800      	-9.58       	-10.42      	-12.92
70.900      	-6.67       	-6.67       	-5.42
71.000      	-7.92       	-10.00      	-7.50
71.100      	-8.33       	-10.42      	-10.42
71.200      	-11.25      	-12.08      	-10.83
71.300      	-11.25      	-10.00      	-11.25
71.400      	-3.33       	-15.42      	-6.25
71.500      	-4.58       	-8.75       	-5.83
71.600      	-2.08       	-4.58       	-8.33
71.700      	-6.25       	-8.33       	-9.58
71.800      	-9.58       	-14.58      	-16.67
71.900      	-9.17       	-7.08       	-15.42
72.000      	-5.42       	-2.50       	-10.83
72.100      	-5.00       	-4.17       	-6.67
72.200      	-7.92       	-3.75       	-3.75
72.300      	-10.00      	-11.25      	-5.83
72.400      	-8.33       	-4.58       	0.00
72.500      	-13.75      	-8.33       	-2.50
72.600      	-15.42      	-11.25      	-7.50
72.700      	-10.00      	-12.92      	-17.50
72.800      	-12.08      	-14.58      	-13.75
72.900      	-8.33       	-3.33       	-15.83
73.000      	-12.08      	-3.75       	-11.25
73.100      	-10.83      	-4.17       	-7.50
73.200      	-12.50      	-4.58       	-10.42
73.300      	-14.17      	-5.83       	-12.92
73.400      	-16.67      	-11.25      	-22.50
73.500      	-13.75      	-8.33       	-26.25
73.600      	-10.83      	-9.17       	-19.58
73.700      	-12.50      	-12.92      	-22.50
73.800      	-10.83      	-10.00      	-19.17
73.900      	-12.92      	-7.92       	-18.33
74.000      	-12.08      	-5.83       	-12.92
74.100      	-9.17       	-11.67      	-15.83
74.200      	-4.58       	-11.67      	-8.75
74.300      	-5.83       	-11.67      	-8.75
74.400      	-10.42      	-8.33       	-10.42
74.500      	-7.50       	-14.17      	-15.83
74.600      	-17.92      	-9.17       	-17.08
74.700      	-17.08      	-10.83      	-19.58
74.800      	-7.08       	-10.00      	-18.33
74.900      	-8.75       	-9.58       	-25.83
75.000      	-8.33       	-15.42      	-23.75
75.100      	-7.50       	-14.58      	-16.25
75.200      	-12.50      	-9.58       	-15.00
75.300      	-6.25       	-10.00      	-11.67
75.400      	-7.50       	-11.67      	-12.92
75.500      	-6.67       	-16.25      	-14.58
75.600      	-8.75       	-10.00      	-15.00
75.700      	-7.50       	-13.33      	-14.17
75.800      	-8.33       	-12.50      	-17.08
75.900      	-6.67       	-7.92       	-12.08
76.000      	-0.42       	-9.17       	-6.25
76.100      	-4.58       	-16.67      	-6.25
76.200      	-4.58       	-20.00      	-11.25
76.300      	0.42        	-17.08      	-8.33
76.400      	-9.17       	-12.08      	-6.25
76.500      	-15.42      	-14.58      	-8.75
76.600      	-10.83      	-12.92      	-6.67
76.700      	-10.83      	-15.83      	-7.92
76.800      	-11.67      	-13.75      	-7.50
76.900      	-10.42      	-17.50      	-15.00
77.000      	-5.83       	-9.58       	-9.58
77.100      	-5.83       	-10.42      	-8.75
77.200      	-9.17       	-8.33       	-14.17
77.300      	-7.08       	-3.75       	-8.33
77.400      	-5.42       	-6.25       	-5.42
77.500      	-0.83       	-1.25       	-1.25
77.600      	0.00        	0.00        	-0.42
77.700      	0.00        	-8.75       	-8.33
77.800      	-1.67       	-7.50       	-9.17
77.900      	-8.33       	-8.33       	-6.25
78.000      	-10.83      	-0.42       	-12.08
78.100      	-6.25       	-0.83       	-14.17
78.200      	-5.42       	-10.83      	-9.17
78.300      	-6.67       	-5.83       	-10.83
78.400      	-7.08       	0.42        	-5.83
78.500      	-4.58       	-3.33       	-1.67
78.600      	-7.08       	-7.08       	-4.17
78.700      	-7.92       	-7.50       	-6.25
78.800      	-7.92       	-0.83       	-0.42
78.900      	-8.75       	2.50        	-3.75
79.000      	-14.17      	-2.50       	-3.75
79.100      	-11.67      	-5.83       	-3.33
79.200      	-9.17       	-3.33       	-1.25
79.300      	-5.00       	-2.50       	-3.33
79.400      	-5.00       	-4.58       	-8.75
79.500      	-4.58       	-3.75       	-2.50
79.600      	-9.17       	-2.92       	-7.50
79.700      	-6.25       	-3.33       	-5.83
79.800      	-6.25       	-2.92       	-6.25
79.900      	-6.67       	1.67        	-5.83
80.000      	-3.33       	5.42        	-10.00
80.100      	-1.25       	3.33        	-13.33
80.200      	-5.00       	1.67        	-13.75
80.300      	3.75        	2.50        	-4.17
80.400      	4.17        	2.92        	0.00
80.500      	-2.50       	-4.17       	-6.67
80.600      	-3.33       	-1.25       	-7.08
80.700      	-6.25       	4.17        	0.42
80.800      	-5.42       	0.42        	-0.42
80.900      	-0.42       	-2.92       	0.00
81.000      	-1.67       	-0.83       	-4.17
81.100      	5.00        	0.00        	-4.17
81.200      	5.42        	2.08        	-1.67
81.300      	4.17        	-0.42       	0.00
81.400      	0.83        	3.33        	2.92
81.500      	3.75        	-0.83       	-1.25
81.600      	1.25        	2.08        	3.75
81.700      	0.83        	-0.42       	0.00
81.800      	1.67        	0.00        	-0.83
81.900      	0.83        	-3.33       	4.17
82.000      	3.33        	-0.42       	-0.42
82.100      	1.67        	-4.17       	-0.42
82.200      	4.58        	1.67        	-2.08
82.300      	-1.25       	-0.83       	-5.83
82.400      	-2.08       	-1.25       	-1.25
82.500      	0.00        	2.50        	-0.83
82.600      	-6.25       	-0.42       	-6.25
82.700      	-2.50       	5.00        	-9.58
82.800      	-3.75       	5.83        	-5.42
82.900      	1.25        	5.83        	-5.83
83.000      	2.50        	0.83        	-3.33
83.100      	-0.83       	0.42        	-1.25
83.200      	6.67        	-4.17       	-3.75
83.300      	6.25        	4.58        	-2.08
83.400      	4.17        	1.25        	0.83
83.500      	-2.08       	2.08        	-6.67
83.600      	-0.83       	-0.42       	-5.00
83.700      	-1.25       	2.50        	-3.33
83.800      	-5.00       	0.83        	-6.25
83.900      	-2.50       	5.83        	-12.92
84.000      	-6.67       	2.08        	-12.50
84.100      	-0.83       	-4.17       	-10.42
84.200      	-0.83       	-7.50       	-8.33
84.300      	1.67        	-5.83       	-7.50
84.400      	-1.67       	-0.42       	-3.33
84.500      	2.50        	-2.92       	-0.83
84.600      	0.83        	-4.17       	-9.17
84.700      	2.50        	0.00        	-12.92
84.800      	-5.42       	-1.67       	-6.67
84.900      	-7.08       	-2.92       	-1.67
85.000      	-4.58       	-0.83       	1.25
85.100      	-9.58       	-3.33       	-5.00
85.200      	-6.67       	2.08        	-4.17
85.300      	-9.17       	0.42        	-4.58
85.400      	-5.83       	2.92        	-2.08
85.500      	-6.25       	7.92        	-2.50
85.600      	-4.17       	0.00        	-4.17
85.700      	-3.33       	1.25        	-2.50
85.800      	-12.50      	3.33        	2.08
85.900      	-10.83      	-2.50       	2.08
86.000      	-5.42       	-12.92      	-3.75
86.100      	-4.17       	-7.08       	-5.42
86.200      	-9.17       	-0.42       	-2.92
86.300      	-6.25       	0.42        	3.33
86.400      	-7.92       	0.00        	-2.50
86.500      	-13.33      	0.83        	0.83
86.600      	-14.17      	3.33        	-9.17
86.700      	-6.67       	-0.83       	-9.17
86.800      	-10.42      	-7.92       	-3.33
86.900      	-9.17       	-6.25       	-6.25
87.000      	-12.08      	-5.42       	-5.83
87.100      	-7.50       	-2.92       	-5.83
87.200      	0.42        	-9.17       	-5.42
87.300      	0.00        	-11.67      	-7.50
87.400      	-5.83       	-3.33       	-2.92
87.500      	-7.50       	-4.58       	-6.25
87.600      	-6.67       	-9.58       	-15.83
87.700      	-9.17       	-5.83       	-13.75
87.800      	-13.33      	-5.83       	-5.00
87.900      	-10.42      	-2.50       	-4.58
88.000      	-11.25      	-3.33       	-1.25
88.100      	-7.92       	-3.33       	0.00
88.200      	-8.75       	-5.00       	-2.50
88.300      	-5.83       	-9.17       	-6.25
88.400      	-1.25       	-8.33       	-2.50
88.500      	-5.42       	-6.25       	-3.33
88.600      	-5.00       	-5.83       	-9.17
88.700      	-2.50       	-4.17       	-11.67
88.800      	-4.58       	-8.33       	-13.75
88.900      	-10.00      	-10.42      	-10.00
89.000      	-10.42      	-9.58       	-13.75
89.100      	-13.75      	-5.42       	-5.83
89.200      	-13.75      	-4.58       	-2.08
89.300      	-12.50      	-6.25       	-2.08
89.400      	-10.42      	-5.00       	-10.00
89.500      	-7.92       	-3.33       	-9.58
89.600      	-10.42      	-11.67      	-4.17
89.700      	-9.17       	-4.17       	-6.67
89.800      	-9.58       	-5.00       	-10.42
89.900      	-2.92       	-5.42       	-7.92
90.000      	-0.83       	-5.83       	-5.42
90.100      	-3.75       	-7.08       	-13.33
90.200      	-8.33       	-5.42       	-15.42
90.300      	-5.00       	-6.25       	-11.25
90.400      	-2.08       	-2.08       	-5.42
90.500      	-2.50       	-4.17       	-5.00
90.600      	-5.00       	-3.75       	1.67
90.700      	-5.83       	-5.42       	-1.67
90.800      	-4.58       	-4.17       	-7.92
90.900      	3.33        	-4.58       	-5.00
91.000      	-0.42       	-6.67       	-7.08
91.100      	-0.42       	-6.25       	-0.42
91.200      	-0.83       	-7.92       	5.83
91.300      	-6.67       	-8.33       	-0.83
91.400      	-7.50       	-7.92       	-13.33
91.500      	-7.50       	-10.00      	-10.83
91.600      	-3.33       	-9.17       	-0.83
91.700      	-4.17       	-10.83      	-5.42
91.800      	-3.75       	-7.92       	-1.25
91.900      	-7.92       	-10.00      	0.42
92.000      	-7.92       	-10.00      	-7.08
92.100      	-1.25       	-5.42       	-8.33
92.200      	-1.67       	-4.17       	-8.33
92.300      	-1.67       	-2.08       	-10.00
92.400      	-4.17       	-7.50       	-7.50
92.500      	-0.42       	-5.42       	-7.92
92.600      	-1.67       	-3.75       	-3.75
92.700      	-7.08       	-8.33       	-8.75
92.800      	-12.92      	-4.58       	-7.08
92.900      	-8.33       	-4.17       	-7.50
93.000      	-14.58      	-5.42       	-9.58
93.100      	-11.67      	-2.92       	-11.25
93.200      	-9.17       	3.33        	-6.67
93.300      	-14.58      	1.67        	-5.83
93.400      	-10.42      	-4.17       	-5.00
93.500      	-11.67      	-3.33       	-5.00
93.600      	-7.50       	-7.50       	-5.42
93.700      	-10.42      	-9.58       	0.00
93.800      	-10.00      	-10.00      	-8.75
93.900      	-5.83       	-12.50      	-5.83
94.000      	-2.92       	-3.75       	-2.08
94.100      	-5.42       	-8.33       	-0.83
94.200      	-6.25       	-14.17      	-5.42
94.300      	-3.33       	-16.67      	-8.75
94.400      	-8.75       	-9.58       	-8.33
94.500      	-15.42      	-4.17       	-10.42
94.600      	-10.00      	-0.83       	-6.67
94.700      	-7.92       	-8.75       	-9.17
94.800      	-7.50       	-6.67       	-11.25
94.900      	-5.83       	-8.75       	-6.25
95.000      	-6.25       	-14.17      	-2.50
95.100      	-10.00      	-15.00      	-4.17
95.200      	-12.50      	-12.92      	-7.50
95.300      	-12.50      	-10.83      	-9.17
95.400      	-15.83      	-15.83      	-7.50
95.500      	-12.50      	-24.58      	-4.17
95.600      	-7.50       	-12.08      	-8.33
95.700      	-7.08       	-11.67      	-5.00
95.800      	-12.08      	-9.17       	-3.33
95.900      	-7.08       	-9.17       	-2.92
96.000      	-10.42      	-7.08       	-0.83
96.100      	-8.33       	-7.50       	-6.25
96.200      	-5.00       	-5.42       	-9.58
96.300      	-3.33       	-1.25       	-8.33
96.400      	3.33        	-4.17       	-3.33
96.500      	-5.42       	-10.00      	-4.17
96.600      	-2.08       	-9.58       	-5.42
96.700      	-6.25       	-7.50       	-11.67
96.800      	-7.50       	-5.00       	-8.75
96.900      	-4.58       	-5.83       	-6.25
97.000      	2.08        	-5.00       	-10.00
97.100      	-2.50       	-8.33       	-5.00
97.200      	-2.08       	-3.75       	-8.33
97.300      	-5.83       	1.25        	-6.67
97.400      	-6.67       	-2.50       	-2.92
97.500      	-8.75       	-0.42       	-10.83
97.600      	-8.33       	-5.83       	-7.92
97.700      	-9.58       	-5.83       	-2.92
